one13kyypuaczvz7jdl64lht99m0xfqekxd3fcu2pm,0x8d8840F3b81305E937FaaFEEb2976f32419b19b1,10101,0.056
one1t5necyk0sxlzt4w4zq62jcmy29gj7vt9sq0f66,0x5d279C12Cf81BE25D5D51034A9636451512F3165,102000,0.079
one1386h078jeqxqukfyuqqfv9ap7550r76n28uc0f,0x89F577F8f2c80c0E5924E0009617a1F528F1Fb53,100,0.010
one194hfumyvjmsqqhecjwrwpzkpkzefru9kt0uyqt,0x2D6E9E6c8c96e0005f389386e08Ac1B0b291F0b6,1000,0.033
one1zds3yfq3duelych87e6prkgjsc90emmtqk5nwv,0x13611224116F33F262e7F67411D912860aFcEf6b,690000,0.098
one1d87fcpq4g73fmgxeq704s8x5qnjxyecjt28kc5,0x69fc9C041547a29DA0D9079F581Cd404E4626712,101,0.010
one123km20ptyrfr5myh55vme036jzxlpt8rdcxlg4,0x546db53C2B20D23a6c97a519BcBE3A908dF0aCE3,234,0.019
one1kaq6f42rd7e77j3n9eup5ldry5xtd5kzm0tud4,0xb741a4d5436Fb3Ef4A332e781a7da3250Cb6d2c2,775,0.031
one1mdn4aqncga4r8hg4khzn55ke9ne8kvjc2epdnx,0xDB675E8278476A33dD15b5C53a52d92Cf27B3258,1250,0.035
one12sjzyan9r88fedkkyp44qylayxec7qhy59m60l,0x542422766519CE9cb6D6206b5013FD21b38F02e4,750,0.030
one147je4vjq9glrzgchy4cfy6rwsy760yxz4hc50q,0xaFa59aB2402A3e312317257092686e813DA790c2,413,0.024
one18k9q9u7ax43nvcnkceh3q5jy4agjfm45lq09y4,0x3D8a02f3Dd3563366276C66F105244af5124Eeb4,3743,0.046
one16c0hhsvhyy0gzwf02t6demds9dqg0xjhsn6px0,0xD61f7bc197211E81392f52f4DCeDb02B40879A57,433,0.025
one1rpay3ks0epgj4utuk0pukc7sa0megreqrn83aj,0x187a48DA0fC8512af17cb3c3Cb63d0ebF7940F20,2859301,0.113
one13gzy3sgq3cg34vg86s3hwwa7e23mpun7kp20gz,0x8A0448c1008e111ab107D423773BbecaA3B0F27E,117,0.012
one1jqup4gt4wmvcgv6jywg9z3ze4rprqpxef4uput,0x90381AA17576D98433522390514459A8c23004d9,3444,0.045
one1q4ujlg59y68fe83jngc4s88lxcwzc2u6wy67cu,0x05792FA285268E9c9E329a31581cfF361c2c2B9a,3411,0.045
one10g3ptqurfpr26n2377fajekfc54d6hn8r8yhnf,0x7a221583834846AD4d51F793d966c9c52add5E67,1104,0.034
one13v6xh975w3vmxtp7s6jc8ppqvza3aumq7ghzpe,0x8B346b97D47459B32C3E86A583842060Bb1EF360,299,0.021
one1hmmnrk6jmpwcgs68ay4ya3l53pd5yte0lfgww9,0xbEf731dB52D85D844347E92A4eC7f4885b422f2f,400,0.024
one1aj5mmx208lvgz4ezk66c6hgw33gtlru64mnp4h,0xeCa9bd994F3fd8815722b6b58D5D0E8C50BF8F9a,117,0.012
one1a2047e0edynwj0rnf9rf383zccq20gf90tenm5,0xEA9f5F65F96926e93c734946989e22C600A7a125,125,0.012
one13459rctqh8995kyt7f9e8hyd00fp3ldt8eq7p9,0x8D6851e160b9ca5A588BF24b93DC8d7Bd218fdAB,1040,0.033
one1m023w78wq8hzvpcdvytx4aj4p6q80kqwhvllg2,0xdbD51778eE01Ee26070D61166AF6550e8077d80E,550,0.027
one1qf62utrmhurff2f2lnkn9pj354a2tch0kpn60x,0x0274Ae2c7bbF0694A92AfCed328651a57aA5e2Ef,4080,0.047
one17t6eusjla0922llys37qhn0vnwzgp07sueft74,0xf2f59e425fEBCAA57Fe4847C0bCdEc9b8480bFD0,126901,0.082
one1gs6hdt6r7md8yxzmk0ccngzrugyc8upawdcctw,0x443576Af43f6dA72185bB3F189A043E20983F03d,608,0.028
one17xda8tplrg2qpk7sa5vcf7lmazjp9ahnczrk5y,0xf19bD3Ac3f1A1400DbD0Ed1984fbFBe8A412F6F3,471,0.026
one1rf8850ra2mpjt6p8l5qau3dsgxmpeat384reeh,0x1A4E7a3c7D56c325E827fD01DE45b041b61Cf571,6613,0.052
one1nnwgn7nc4j8nphlepq468d4q82kclyytat9dsp,0x9CdC89Fa78Ac8f30DfF9082bA3B6a03Aad8F908b,4000,0.047
one1f67juhafhaqcg2t82q6l6u08h4jwj0dalcq7g7,0x4EBD2E5FA9Bf418429675035FD71e7Bd64e93dbd,2265,0.041
one1g79ygz6sam8rhuve9cpjwka66ne5xz3gwlwc7g,0x478a440B50EEce3Bf1992E03275bbad4F3430a28,2484,0.042
one1gg2ryfdgptxlr3wcae7wf3nttv98k6rq5jlpz3,0x42143225a80AcdF1C5D8ee7CE4C66B5B0a7B6860,101,0.010
one1jyjzkmsgcd8rac3td89nvf7qavjwhqrzs7r63k,0x91242b6e08C34E3eE22B69cb3627C0eb24eB8062,8520,0.055
one1nnpf5tsjt38hh5dpz0ls3fj35war6gvdzj7f4t,0x9cC29a2E125C4F7Bd1a113Ff08A651A3ba3D218D,100,0.010
one1467ulp5s8jjl28mjqgrjnp0jm9u0e0htvrlrsv,0xAebDCf86903CA5F51f7202072985F2d978FCBeeb,5665,0.050
one1c0pdgd4refad7wvkv8hkdhmygnvgtw6czdczt2,0xC3c2d436a3Ca7ADf399661EF66Df6444d885bb58,1054,0.034
one1qr424t9ac75nd68tv2gcc75zga0x0gv5u5vkm4,0x00eaaaACbdc7A936E8eB62918c7a82475e67A194,600,0.028
one1uayv37xrc0j89xaz9pxrpcat4as48h7alazp2w,0xe748c8F8C3C3e4729Ba2284c30E3abaf6153DFdd,1147,0.034
one175sau2hh6hrtz7npupt8e0hn2qtmqjtqlvwcm5,0xf521De2Af7D5c6B17A61e0567CbeF35017B04960,2000,0.040
one1zmv6mk9rdlnyr4fywg6wuc2s7v5y9a9r9lslfx,0x16D9adD8A36fe641d5247234Ee6150f32842F4A3,1800,0.039
one1y8ccjlzz699u9y37awhgrrq57hcf436y5328j3,0x21f1897C42D14bc2923EEbaE818c14F5f09AC744,1500,0.037
one1p35largvqmups9r35wkw4w6rqw6d2pwhtyn8jn,0x0c69fE8D0c06f8181471a3AcEAbB4303B4D505D7,172,0.015
one13n4a6k7urka9tg5t3588vke5l0vjam9mgc3sax,0x8CebDD5bdc1Dba55A28B8D0E765B34fBd92EecbB,394,0.024
one1va3z2sctuc7slsncv7usfm7t65dzlmztt96usd,0x676225430Be63D0fc27867B904eFCbD51a2FEc4b,2228,0.041
one1h260lpzpl5snrv02edwvsc8jz3cuz5ulmu8dj0,0xbab4Ff8441fd2131b1eaCb5Cc860f21471c1539F,100,0.010
one1pcutkygmxtdt78d7e8h745pc6q5fr8sqj5gmxs,0x0e38bb111b32dAbf1dBeC9eFead038d028919e00,1015,0.033
one1c3epmvv78tdtg87yueaq3vd64kw0wk6kuqq0h8,0xC4721dB19E3AdAB41fc4E67a08B1baad9cF75b56,3332,0.045
one1nnsqvlj6m3vec3rp5534z069jgrx8fmp6lx984,0x9Ce0067e5AdC599C4461A523513f45920663A761,514,0.026
one1pp9txq5g4yvrd03hyxysnjawe9pjnhzpwzuqcf,0x084aB30288A91836Be37218909cbAEc94329DC41,175,0.016
one1ncfj20gpx5kvtzsjzytfwetuc7phddg6kmjgm4,0x9e13253D01352cC58A12111697657CC78376b51A,200,0.017
